order_id,merchant_id,confirm_time,true_kpt,rider_arrival_time,restaurent_load,for_time,order_time,zomato_baseline,sensor_kpt
7591,4,30465.57,1262.80,30838.83,3,31843.09,505.01,1206.64,1289.07
7592,17,18862.08,752.04,19474.30,3,19560.02,312.13,1259.72,759.38
7593,17,50697.13,1542.98,51011.37,7,52486.96,843.14,1259.72,1555.52
7594,50,30199.58,1079.21,30714.49,3,31326.18,501.26,1203.29,1101.89
7595,48,56973.23,1268.68,57445.83,5,58183.08,946.65,1221.13,1282.35
7596,30,1425.51,1244.84,2007.14,5,2708.64,22.53,1177.83,1264.32
7597,40,5646.92,1499.45,6161.01,6,7115.18,92.70,1223.21,1526.76
7598,11,8786.23,1279.39,9405.90,1,10149.82,143.51,1250.04,1291.66
7599,21,36375.93,1299.36,36966.08,3,37674.43,603.35,1229.07,1322.88
7600,21,70479.65,1115.54,71144.80,4,71574.29,1173.31,1229.07,1134.20
7601,18,76815.98,1513.34,77317.74,4,78339.10,1278.98,1204.49,1527.61
7602,29,21262.18,1327.94,21654.50,2,22672.31,352.53,1212.03,1338.49
7603,24,49691.51,1240.84,50231.58,6,50918.40,827.09,1273.36,1268.53
7604,10,66525.32,1657.85,66886.17,4,68219.64,1106.45,1271.32,1661.09
7605,45,25024.16,733.78,25586.30,1,25822.35,415.91,1237.68,755.42
7606,17,35405.23,1399.58,36057.45,4,36798.66,588.97,1259.72,-1.00
7607,18,45389.59,1307.21,45731.92,4,46752.34,754.52,1204.49,1314.48
7608,42,11828.12,1235.78,12481.80,3,13175.31,194.22,1199.29,1235.88
7609,48,2356.09,958.02,2759.78,2,3351.92,37.41,1221.13,965.86
7610,20,13305.20,1151.13,13591.19,0,14428.15,220.04,1228.61,1168.52
7611,37,54339.91,923.55,54722.26,5,55318.16,902.67,1252.55,947.51
7612,45,6484.45,1315.42,7196.66,3,7916.10,106.01,1237.68,1334.47
7613,18,16494.79,970.62,16890.31,4,17541.73,273.16,1204.49,-1.00
7614,17,29296.88,1054.23,29502.78,2,30331.52,486.51,1259.72,1065.38
7615,9,6811.37,873.60,7148.79,2,7691.81,112.13,1209.60,875.50
7616,14,16684.28,1186.83,17278.74,1,17828.74,276.05,1223.04,1206.23
7617,49,78846.37,1388.00,79431.65,11,80443.50,1312.23,1228.05,1412.21
7618,29,1759.94,1228.87,2183.04,4,2987.43,27.79,1212.03,1254.93
7619,31,56535.78,948.95,57087.54,4,57524.48,940.94,1254.33,961.57
7620,4,33310.28,973.64,33855.13,3,34251.14,553.55,1206.64,1000.95
7621,18,58237.89,1142.50,58666.81,3,59497.35,968.61,1204.49,1158.27
7622,20,50929.96,1419.23,51555.51,8,52534.75,847.72,1228.61,1428.69
7623,47,19388.74,1491.11,19814.43,4,20912.42,321.84,1239.46,1519.01
7624,43,73372.62,1781.76,73853.23,10,75454.30,1219.98,1249.83,1789.36
7625,44,42628.79,1373.74,42966.82,5,44003.45,708.39,1197.90,1385.70
7626,9,71134.73,1426.64,71647.96,6,72568.21,1184.45,1209.60,1427.29
7627,13,35222.65,1333.21,35813.46,3,36640.55,584.66,1223.93,1343.34
7628,15,85144.25,1193.41,85583.17,1,86290.99,1417.95,1236.04,-1.00
7629,27,66718.95,648.06,67163.10,3,67354.28,1109.50,1274.00,651.35
7630,15,83608.09,1071.56,83817.19,2,84708.01,1390.97,1236.04,1091.09
7631,28,44575.94,1309.80,45172.90,11,46109.09,740.63,1238.69,1323.17
7632,37,41074.78,1106.24,41487.94,6,42269.69,682.12,1252.55,1123.40
7633,19,65341.77,1346.28,65729.27,4,66763.06,1087.85,1231.84,1354.63
7634,26,76204.38,1123.16,76610.23,3,77397.07,1267.62,1223.49,1127.92
7635,26,83378.60,1040.41,83665.65,5,84428.50,1388.37,1223.49,1056.07
7636,25,28142.03,1044.48,28590.79,1,29301.53,467.35,1205.71,1057.13
7637,26,69181.20,2124.44,69519.36,6,71395.14,1150.13,1223.49,2148.63
7638,26,18320.12,1253.35,18752.85,2,19598.34,303.33,1223.49,1270.07
7639,46,47313.71,1453.97,47842.08,9,48949.28,785.63,1205.78,1467.71
7640,28,15609.55,1150.50,16030.18,3,16700.54,258.98,1238.69,1161.98
7641,49,30132.44,1125.84,30547.08,5,31267.92,500.25,1228.05,1145.43
7642,18,80536.85,1498.66,81250.31,6,81985.19,1341.16,1204.49,1508.06
7643,32,12757.86,1007.72,13085.14,8,13940.49,210.37,1190.19,1010.50
7644,3,54708.88,1118.69,55149.85,5,55803.05,910.66,1201.25,1138.92
7645,2,51312.29,1190.80,51855.28,5,52501.94,853.85,1225.11,1197.61
7646,33,10522.85,1236.91,11109.59,2,11710.77,173.86,1210.49,1239.15
7647,42,28314.44,872.84,28644.32,5,29267.06,469.41,1199.29,899.63
7648,19,48721.28,1112.38,49251.56,6,49789.53,810.69,1231.84,1124.57
7649,17,16333.83,1030.71,16766.31,3,17433.78,269.54,1259.72,1040.65
7650,44,69249.71,1201.44,69903.55,4,70559.51,1152.90,1197.90,1214.47
7651,33,84058.55,1333.72,84583.16,1,85420.50,1399.91,1210.49,1342.83
7652,12,18662.62,941.35,19171.52,1,19685.25,309.25,1166.39,947.03
7653,49,16326.73,1035.92,17006.72,0,17472.48,269.15,1228.05,1053.54
7654,3,39379.63,1069.24,39859.45,4,40485.81,655.11,1201.25,1075.59
7655,43,64679.13,1013.60,65062.64,1,65680.25,1076.78,1249.83,1028.92
7656,49,24480.43,1300.20,24801.23,3,25724.50,405.50,1228.05,1317.53
7657,26,1815.08,1193.04,2212.87,3,3026.20,28.63,1223.49,1220.43
7658,35,46907.54,1324.64,47527.92,11,48379.83,779.36,1275.43,1329.32
7659,8,82734.29,1116.95,83112.27,3,83945.09,1377.50,1229.21,1146.15
7660,36,33921.53,1188.14,34410.23,4,35192.22,563.44,1217.08,1215.51
7661,7,36391.46,732.61,36807.47,3,37196.23,604.99,1210.21,745.62
7662,46,83827.29,953.71,84340.63,3,84737.90,1395.22,1205.78,981.43
7663,46,60166.39,614.64,60609.10,3,60837.62,1000.23,1205.78,639.85
7664,36,62287.90,1363.43,62674.73,3,63647.45,1035.61,1217.08,1373.48
7665,16,48739.35,1145.38,49122.23,4,49912.34,810.29,1244.70,1173.38
7666,24,84377.64,1090.41,84956.97,1,85582.82,1403.44,1273.36,1092.13
7667,1,59609.72,872.43,60072.80,1,60438.96,991.97,1229.10,877.35
7668,49,77419.67,1040.53,77994.04,5,78518.23,1288.85,1228.05,1058.27
7669,25,60559.99,1563.25,60949.49,5,62230.30,1007.11,1205.71,1563.48
7670,10,63648.56,890.23,64200.96,5,64488.00,1058.57,1271.32,912.89
7671,16,25157.09,964.60,25534.31,3,26173.48,418.19,1244.70,983.97
7672,16,26353.49,1863.55,26621.93,7,28443.43,437.01,1244.70,1890.80
7673,8,67754.81,804.36,68208.04,4,68605.88,1127.50,1229.21,820.61
7674,29,25785.12,1265.72,26374.19,4,27040.44,427.26,1212.03,1290.14
7675,39,48780.31,1455.53,49342.46,9,50485.70,810.39,1229.33,1455.86
7676,28,21670.30,1638.15,22061.46,4,23401.21,359.07,1238.69,1650.01
7677,6,70647.57,1266.47,71172.24,6,71909.08,1176.46,1224.18,1275.97
7678,16,9683.68,1125.12,10187.98,4,10781.04,159.12,1244.70,-1.00
7679,20,71814.06,1733.31,72244.60,8,73838.71,1194.40,1228.61,1736.91
7680,16,52165.73,1684.78,52635.07,10,54119.70,867.93,1244.70,1714.63
7681,7,16264.74,1345.08,16869.00,1,17717.90,269.15,1210.21,1346.70
7682,41,47007.74,1053.75,47445.18,4,48024.71,780.53,1199.85,1070.03
7683,14,24503.67,1093.74,24890.14,3,25695.06,406.80,1223.04,1102.82
7684,43,28034.36,1109.17,28544.93,2,29234.88,465.79,1249.83,1138.07
7685,26,30457.33,754.56,30797.26,4,31233.36,506.20,1223.49,764.47
7686,26,5597.84,1994.73,6054.85,4,7605.53,91.18,1223.49,2005.03
7687,14,85361.06,1210.45,85892.65,3,86587.76,1419.78,1223.04,1226.84
7688,7,2857.63,1471.86,3355.45,7,4557.57,45.41,1210.21,1476.65
7689,33,57336.13,474.65,57782.93,0,57859.91,954.00,1210.49,501.79
7690,26,32210.70,1406.64,32713.51,6,33702.36,534.57,1223.49,1428.82
7691,45,55950.27,1084.98,56517.39,3,57040.65,930.25,1237.68,1111.49
7692,20,30911.48,1044.51,31530.17,3,31902.21,513.00,1228.61,1074.07
7693,3,58291.19,1146.62,58539.44,1,59434.55,970.20,1201.25,1176.05
7694,4,63142.10,1296.24,63481.58,4,64499.84,1050.10,1206.64,1308.95
7695,26,59775.37,980.70,60168.98,5,60851.06,994.40,1223.49,1007.55
7696,11,9908.55,1344.80,10546.30,4,11243.58,164.11,1250.04,1362.19
7697,2,56880.35,978.46,57367.74,2,57928.70,945.93,1225.11,1007.74
7698,14,24369.64,1143.70,24793.62,4,25531.40,403.18,1223.04,1158.11
7699,44,2590.41,1056.77,3006.30,4,3602.72,41.47,1197.90,1071.62
7700,30,36017.24,869.59,36453.74,2,36842.73,597.36,1177.83,890.90
7701,49,37529.67,1362.11,37980.01,5,38862.54,624.30,1228.05,1364.19
7702,12,40511.74,980.12,40971.63,2,41559.18,672.73,1166.39,983.19
7703,26,60970.53,1208.20,61417.39,8,62450.42,1014.95,1223.49,1226.10
7704,44,26776.93,921.99,27296.92,2,27651.26,444.74,1197.90,942.68
7705,33,27368.74,1216.69,27892.45,1,28576.09,454.00,1210.49,1236.21
7706,13,5362.85,1219.45,5670.66,5,6683.65,87.20,1223.93,1241.45
7707,14,59494.38,1142.45,60084.24,5,60693.09,989.02,1223.04,1155.09
7708,24,49194.01,1644.38,49744.26,7,51019.85,817.67,1273.36,1651.21
7709,34,30321.56,1550.62,30755.07,5,31923.15,503.17,1231.68,1564.59
7710,44,61097.81,977.33,61545.81,2,62074.38,1015.47,1197.90,980.11
7711,26,46541.97,1085.20,47013.79,5,47595.23,773.80,1223.49,1102.89
7712,21,40629.80,1036.67,41270.71,4,41606.57,675.71,1229.07,1049.74
7713,28,44257.86,1406.04,44768.03,5,45738.54,736.31,1238.69,1410.04
7714,48,55088.48,941.02,55790.32,1,56050.91,916.34,1221.13,970.69
7715,36,57169.76,988.23,57588.56,1,58250.16,950.40,1217.08,1015.63
7716,40,25031.06,648.91,25452.33,2,25764.68,416.10,1223.21,676.91
7717,2,12235.71,1218.28,12719.25,3,13400.50,202.67,1225.11,1230.70
7718,42,13605.93,1226.18,13984.41,6,14866.45,225.55,1199.29,1242.58
7719,9,55373.60,1457.15,55823.83,5,56831.99,920.72,1209.60,1482.05
7720,23,75505.40,1178.87,75903.05,7,76967.96,1256.94,1262.18,1194.15
7721,15,35460.43,1069.05,36100.38,2,36645.43,589.67,1236.04,1082.23
7722,13,14777.67,1272.86,15292.43,6,16034.11,244.11,1223.93,1291.93
7723,23,65521.81,1388.94,65842.36,6,66888.34,1089.51,1262.18,1394.25
7724,17,72026.95,1359.35,72401.06,9,73532.83,1198.78,1259.72,1360.89
7725,48,76211.71,1643.87,76706.68,6,77957.60,1268.04,1221.13,1670.33
7726,2,52502.01,1412.01,52898.54,8,54114.38,873.84,1225.11,1422.78
7727,20,74539.17,1540.89,75071.74,4,76060.63,1239.45,1228.61,1541.56
7728,20,1432.28,1405.49,1948.74,3,2832.80,22.20,1228.61,1423.26
7729,46,9444.87,1015.14,9750.88,3,10472.90,154.42,1205.78,1016.89
7730,3,8176.00,694.23,8646.12,4,8986.74,133.31,1201.25,-1.00
7731,12,61722.50,1021.78,62267.98,5,62845.46,1026.15,1166.39,1039.41
7732,40,6074.27,1235.78,6654.60,2,7338.76,100.20,1223.21,1244.98
7733,2,43011.10,1170.94,43444.87,4,44277.77,714.76,1225.11,1172.59
7734,36,40912.30,2422.02,41422.84,3,43317.37,680.70,1217.08,2433.27
7735,14,27012.20,1174.84,27456.13,2,28221.91,447.41,1223.04,1177.00
7736,16,75357.76,1891.84,75835.55,8,77510.49,1253.38,1244.70,1904.51
7737,19,14902.11,1201.32,15379.15,2,16073.66,245.42,1231.84,1231.02
7738,34,30585.79,744.47,31154.43,1,31363.93,507.55,1231.68,753.01
7739,44,67011.08,986.73,67523.25,0,68000.77,1114.81,1197.90,998.32
7740,46,2750.76,981.06,3116.29,0,3811.51,43.81,1205.78,994.71
7741,6,58249.29,1059.85,58666.62,4,59403.91,969.05,1224.18,1062.22
7742,13,70653.01,1339.72,71196.77,4,71956.94,1175.61,1223.93,1351.92
7743,36,80684.19,607.13,81077.17,2,81375.23,1342.47,1217.08,629.51
7744,22,75883.98,1726.77,76406.70,10,77847.29,1261.87,1222.09,1736.34
7745,18,27726.29,1248.99,28361.82,3,29095.05,459.91,1204.49,1264.18
7746,12,50824.72,1011.17,51426.07,3,51841.15,844.36,1166.39,1018.35
7747,30,6841.69,731.80,7405.79,1,7592.07,111.30,1177.83,761.70
7748,40,22402.23,1380.37,22902.46,6,23820.36,371.33,1223.21,1394.77
7749,7,8242.51,788.70,8609.20,2,9114.27,135.68,1210.21,803.17
7750,32,27368.93,1236.91,27497.56,8,28811.87,453.87,1190.19,1252.63
7751,48,75729.68,1136.21,76177.59,2,76839.83,1260.27,1221.13,1156.66
7752,19,30064.99,1172.44,30418.11,1,31327.03,499.92,1231.84,1200.86
7753,6,48653.33,1330.37,49038.16,5,49962.85,809.13,1224.18,1331.20
7754,20,37623.39,1378.33,37952.77,2,38966.16,624.07,1228.61,1385.54
7755,27,39716.21,1329.82,40439.97,5,41059.36,660.84,1274.00,1359.62
7756,43,83914.63,1183.24,84413.23,2,85141.24,1396.18,1249.83,1193.17
7757,37,25748.69,1081.47,26201.63,3,26919.50,426.46,1252.55,1087.52
7758,48,54338.68,1142.35,54812.88,2,55450.74,903.35,1221.13,1165.41
7759,7,36421.78,1672.44,36813.10,6,38055.27,604.89,1210.21,1685.13
7760,5,5427.94,950.97,5878.16,6,6492.02,88.05,1243.78,977.19
7761,11,42389.70,1574.77,42844.59,4,44044.00,704.64,1250.04,1599.14
7762,15,70343.83,1497.63,70792.85,9,72036.53,1171.21,1236.04,1516.46
7763,3,8707.74,1362.21,9210.06,4,10143.09,142.20,1201.25,1384.58
7764,5,6124.61,1341.01,6654.36,5,7433.78,100.21,1243.78,1345.95
7765,23,13413.61,994.20,13799.80,2,14363.01,221.23,1262.18,1022.70
7766,37,66167.93,1196.28,66723.49,3,67374.16,1100.74,1252.55,1208.97
7767,9,62619.76,985.93,63093.40,2,63693.71,1042.55,1209.60,-1.00
7768,15,48991.86,1604.26,49653.81,5,50577.22,813.63,1236.04,1604.82
7769,3,40609.87,1099.37,41046.43,5,41670.65,674.25,1201.25,1109.80
7770,29,76829.24,1083.92,77422.22,4,77957.11,1279.19,1212.03,1100.88
7771,6,66420.49,850.58,66941.38,1,67384.23,1104.04,1224.18,864.67
7772,17,70300.24,1343.30,70861.48,4,71630.23,1169.20,1259.72,1363.63
7773,26,70382.54,1421.34,71042.61,11,72021.44,1171.10,1223.49,1426.09
7774,21,55664.13,803.69,55966.93,2,56540.82,925.51,1229.07,804.01
7775,8,39645.27,1202.36,40013.01,3,40850.89,659.54,1229.21,1222.90
7776,21,74835.41,1609.19,75342.43,7,76625.13,1245.14,1229.07,1630.77
7777,11,80075.88,1284.02,80769.07,3,81419.43,1333.45,1250.04,1288.61
7778,38,2182.22,1197.87,2700.27,2,3400.99,34.28,1246.01,1226.96
7779,8,4580.66,1207.93,5095.08,2,5894.42,74.24,1229.21,1210.07
7780,42,83000.35,1049.16,83348.16,3,84015.62,1380.59,1199.29,1064.82
7781,24,24093.68,1356.21,24576.76,3,25458.83,399.11,1273.36,1375.99
7782,35,75549.07,1430.92,75994.72,6,76925.31,1257.65,1275.43,1446.39
7783,14,33758.51,885.07,34071.38,1,34618.30,559.86,1223.04,901.36
7784,14,10419.03,1048.90,10944.97,4,11484.36,171.50,1223.04,1061.21
7785,10,7083.06,983.79,7785.83,0,8073.33,115.84,1271.32,996.84
7786,12,13602.56,908.59,14174.72,5,14510.19,225.37,1166.39,923.24
7787,38,21753.70,879.02,22118.54,5,22578.85,359.85,1246.01,891.62
7788,44,42379.70,1078.28,42859.73,0,43503.21,703.47,1197.90,-1.00
7789,46,60762.42,1211.21,61165.44,2,62073.69,1010.16,1205.78,1213.34
7790,34,85397.73,1044.17,86044.84,2,86433.25,1420.41,1231.68,-1.00
7791,41,38242.46,931.41,38818.13,2,39168.24,635.77,1199.85,944.68
7792,10,44934.51,1428.40,45583.66,8,46604.46,746.19,1271.32,1433.02
7793,17,45203.54,1397.20,45724.22,8,46860.14,751.41,1259.72,1424.91
7794,17,46686.80,1261.27,47150.70,7,48234.18,776.79,1259.72,1278.91
7795,3,44873.05,1386.95,45205.49,8,46437.19,745.55,1201.25,-1.00
7796,31,900.23,1242.63,1435.15,0,2141.97,12.64,1254.33,1267.32
7797,1,243.46,1238.52,630.89,3,1526.63,2.48,1229.10,1256.61
7798,12,8501.67,1273.28,8881.10,4,9761.14,140.64,1166.39,1294.55
7799,39,8858.47,743.59,9401.67,3,9580.59,146.24,1229.33,760.69
7800,4,61011.07,1140.88,61603.00,3,62155.31,1015.05,1206.64,1161.76
7801,42,17784.85,1466.93,18258.21,6,19228.09,295.08,1199.29,1473.36
7802,13,77386.58,1634.56,77754.41,6,78988.58,1288.39,1223.93,1641.33
7803,34,80338.55,1291.46,80839.08,4,81708.28,1337.19,1231.68,1315.75
7804,42,84492.60,1085.11,85211.62,1,85665.95,1405.29,1199.29,1115.09
7805,21,81288.33,830.65,81732.21,1,82236.33,1352.28,1229.07,841.10
7806,22,23589.52,1083.70,24037.02,3,24673.84,391.52,1222.09,1091.89
7807,4,44218.91,1307.49,44688.79,6,45618.10,734.08,1206.64,1309.25
7808,18,15296.79,875.36,15712.35,0,16124.80,252.66,1204.49,889.48
7809,5,69771.17,1527.62,70303.56,13,71508.77,1160.94,1243.78,1554.55
7810,19,76876.70,1960.26,77466.12,12,78976.67,1279.34,1231.84,1968.47
7811,2,73660.65,1380.40,74084.70,7,75206.91,1225.86,1225.11,1396.54
7812,12,37530.86,1420.32,37841.89,4,38923.25,624.05,1166.39,1435.19
7813,17,65655.82,980.74,66341.51,0,66657.24,1092.49,1259.72,999.18
7814,10,8554.19,1205.89,9198.43,2,9776.37,140.51,1271.32,1220.43
7815,34,3600.51,1538.28,4229.80,8,5335.50,57.95,1231.68,1542.18
7816,6,65231.03,1526.70,65838.60,3,66737.40,1084.66,1224.18,1530.82
7817,8,36853.75,674.93,37261.23,0,37617.04,612.51,1229.21,681.80
7818,11,86161.47,1721.03,86547.35,5,87851.54,1433.59,1250.04,1728.03
7819,12,8532.14,1324.86,9170.65,2,9934.71,140.05,1166.39,1342.04
7820,9,74101.65,1568.52,74487.88,6,75772.62,1232.10,1209.60,1587.65
7821,2,41576.77,1317.41,41820.73,9,43076.70,691.18,1225.11,1320.32
7822,8,71633.92,1229.71,72172.54,6,72926.79,1191.10,1229.21,1242.87
7823,11,70758.27,1482.83,71286.80,8,72498.77,1176.66,1250.04,1499.38
7824,36,79278.23,2157.11,80009.35,9,81620.12,1319.03,1217.08,2183.43
7825,10,25872.78,1118.18,26244.99,1,27014.30,428.90,1271.32,1129.33
7826,21,82132.82,1225.51,82568.26,3,83301.45,1367.71,1229.07,1246.04
7827,20,13278.05,1137.49,13710.14,3,14393.65,218.40,1228.61,1160.86
7828,48,7154.93,1039.41,7534.55,5,8228.93,118.04,1221.13,1041.38
7829,8,37419.17,812.59,37992.18,4,38214.38,621.53,1229.21,840.08
7830,36,71666.71,1920.80,72126.75,12,73753.95,1192.79,1217.08,1931.23
7831,29,41015.17,1109.59,41300.39,3,42129.31,681.73,1212.03,1112.79
7832,42,71783.59,1459.44,72038.19,5,73299.54,1194.17,1199.29,1485.35
7833,12,63214.00,1275.29,63464.21,4,64525.21,1050.75,1166.39,1304.82
7834,14,18209.52,1106.98,18924.91,2,19279.00,301.58,1223.04,1114.90
7835,48,82161.90,1242.47,82784.81,5,83429.42,1366.39,1221.13,1247.05
7836,50,5382.63,888.52,5819.10,4,6237.65,87.52,1203.29,909.71
7837,21,77690.63,1302.01,78349.01,8,79190.21,1293.52,1229.07,1302.30
7838,22,26386.72,1367.13,27043.70,1,27855.29,438.40,1222.09,1390.98
7839,21,43358.73,1080.78,43685.71,8,44651.02,720.21,1229.07,1098.61
7840,44,36557.25,642.44,36831.17,2,37319.67,608.19,1197.90,-1.00
7841,50,14964.15,807.94,15392.39,4,15780.97,247.44,1203.29,828.15
7842,30,31021.68,759.30,31510.01,1,31751.78,515.73,1177.83,770.01
7843,39,16781.52,1719.00,17016.87,5,18596.20,277.83,1229.33,1732.85
7844,20,17765.78,1187.86,18069.97,0,18927.39,293.60,1228.61,1198.53
7845,24,16276.77,1082.60,16836.15,5,17400.04,269.36,1273.36,1104.41
7846,23,42330.72,1201.03,42897.14,2,43546.97,704.19,1262.18,1224.42
7847,7,69031.50,997.81,69648.21,5,70139.43,1149.02,1210.21,1004.38
7848,9,49263.12,1371.88,49546.40,2,50740.59,819.32,1209.60,1385.70
7849,1,77241.40,1523.99,77572.58,4,78823.04,1286.22,1229.10,1532.44
7850,26,55127.56,870.15,55690.90,3,56093.40,916.62,1223.49,879.27
7851,38,59691.89,1511.40,60114.94,5,61183.95,992.65,1246.01,1535.04
7852,38,57748.72,1145.91,58238.21,3,58919.68,961.35,1246.01,1147.71
7853,44,38941.55,696.61,39462.17,4,39751.61,647.22,1197.90,713.83
7854,22,59668.55,1160.00,60201.33,0,60836.53,992.65,1222.09,1172.44
7855,44,6122.81,869.21,6677.00,2,7047.15,100.38,1197.90,882.65
7856,10,74418.10,1039.48,74709.73,8,75624.48,1238.19,1271.32,1058.84
7857,6,67304.48,1251.49,67665.77,3,68598.99,1120.05,1224.18,1266.98
7858,17,21297.84,1469.03,21873.55,1,22784.09,353.13,1259.72,1478.16
7859,50,66513.71,1286.85,66936.06,4,67750.18,1105.97,1203.29,1313.80
7860,38,1171.77,920.07,1942.38,5,2161.51,18.21,1246.01,935.68
7861,24,18904.40,1330.75,19476.96,1,20211.43,312.84,1273.36,1352.82
7862,10,5748.53,1788.49,6265.84,3,7586.74,93.80,1271.32,-1.00
7863,8,67508.21,819.52,67889.59,3,68381.07,1123.53,1229.21,849.36
7864,21,65454.83,1126.34,65914.18,3,66654.14,1088.46,1229.07,1138.46
7865,6,70424.30,1379.03,70914.30,8,72010.52,1171.64,1224.18,-1.00
7866,21,504.50,1365.99,996.72,4,1959.10,6.45,1229.07,1392.08
7867,39,43446.63,1328.26,44074.28,10,44966.06,721.78,1229.33,1341.46
7868,24,61054.12,1273.54,61555.20,4,62335.66,1014.96,1273.36,1277.50
7869,33,13603.38,1044.13,14114.58,4,14667.21,223.78,1210.49,1063.82
7870,18,56277.44,1631.59,56897.27,4,58006.56,935.70,1204.49,1649.49
7871,28,7432.05,1342.00,7905.24,4,8845.34,121.12,1238.69,1346.13
7872,32,15726.68,1212.37,16183.16,3,16991.29,261.11,1190.19,1215.85
7873,12,41232.47,1021.01,41718.07,2,42320.05,685.15,1166.39,1049.32
7874,48,56553.79,1225.22,56919.59,2,57856.08,941.13,1221.13,1245.28
7875,42,12674.40,1295.80,13005.03,4,14024.29,210.05,1199.29,1323.43
7876,27,16127.13,879.60,16563.49,3,17030.59,266.72,1274.00,888.81
7877,10,17813.79,1318.76,18327.75,3,19113.22,294.40,1271.32,1336.96
7878,46,20733.22,859.55,21374.68,2,21699.11,343.73,1205.78,868.74
7879,42,19714.67,1193.50,20117.70,7,21157.92,326.24,1199.29,1222.03
7880,32,34259.65,939.10,34892.53,3,35182.56,569.01,1190.19,947.25
7881,42,56599.88,1564.16,56883.50,7,58443.34,941.46,1199.29,1578.68
7882,26,37940.78,1233.90,38414.91,2,39246.41,630.77,1223.49,1255.15
7883,25,67150.06,1718.71,67704.81,1,68918.35,1117.40,1205.71,1723.38
7884,11,62246.77,1089.17,62621.45,4,63352.26,1035.75,1250.04,1107.70
7885,23,11069.47,2183.33,11657.17,1,13279.22,182.20,1262.18,2195.99
7886,34,4293.84,993.11,4634.31,3,5313.63,70.33,1231.68,1017.19
7887,40,75925.27,1395.33,76293.69,8,77545.81,1264.24,1223.21,1413.39
7888,23,7036.61,1597.92,7422.78,6,8638.32,114.96,1262.18,1600.91
7889,29,12942.06,994.27,13557.69,1,13953.29,213.61,1212.03,999.15
7890,31,2023.94,1094.74,2608.21,3,3121.25,31.87,1254.33,1102.49
7891,7,54366.56,690.10,54861.51,3,55171.70,904.80,1210.21,700.46
7892,40,50426.14,1084.86,50994.88,3,51536.83,838.61,1223.21,1097.76
7893,33,85423.24,1193.14,85972.02,4,86690.73,1421.14,1210.49,1213.24
7894,21,76797.71,1679.24,77304.86,7,78674.28,1277.18,1229.07,1690.02
7895,2,35641.16,1146.17,36050.02,7,37059.70,591.61,1225.11,1159.95
7896,18,32172.21,1316.75,32542.98,2,33486.26,535.08,1204.49,1343.76
7897,47,25788.46,1164.42,26226.37,5,26945.13,427.47,1239.46,1170.18
7898,33,13256.88,963.16,13768.60,1,14167.59,219.47,1210.49,977.71
7899,37,12028.26,1068.22,12519.24,3,13120.74,198.84,1252.55,-1.00
7900,34,11512.82,887.25,11902.05,3,12475.71,190.49,1231.68,911.46
7901,20,10012.61,1202.14,10748.19,6,11200.83,164.33,1228.61,1202.99
7902,35,20918.07,705.51,21504.37,3,21625.83,346.34,1275.43,710.39
7903,50,26629.59,1004.14,27074.56,6,27607.99,441.60,1203.29,1012.93
7904,18,83220.58,1411.61,83722.90,5,84591.20,1384.67,1204.49,1437.73
7905,46,50068.50,1314.56,50486.77,4,51481.57,833.00,1205.78,1335.46
7906,24,85441.63,1506.70,86234.02,2,86990.75,1422.14,1273.36,1519.10
7907,8,32317.13,1204.35,32706.90,0,33619.14,536.35,1229.21,1231.83
7908,30,39675.33,1260.15,40125.38,6,40879.44,658.98,1177.83,1274.07
7909,44,28198.62,1187.52,28615.38,5,29327.66,467.39,1197.90,1191.66
7910,10,15895.95,980.28,16380.08,6,16918.20,263.36,1271.32,1001.35
7911,23,12521.87,1193.01,12964.82,1,13746.96,206.16,1262.18,1220.56
7912,49,81767.66,898.00,82318.68,2,82665.85,1360.91,1228.05,900.80
7913,11,85400.86,1325.48,85812.11,0,86736.09,1421.01,1250.04,1334.87
7914,2,3994.87,1055.24,4467.22,2,4994.91,64.67,1225.11,1076.38
7915,26,13163.72,922.44,13645.84,3,14165.58,216.50,1223.49,928.40
7916,36,36674.00,1463.37,37347.85,5,38151.77,609.87,1217.08,1473.33
7917,33,16240.21,1239.54,16843.99,3,17551.30,268.32,1210.49,1259.45
7918,47,31568.45,1245.77,32170.73,5,32922.93,523.99,1239.46,1246.72
7919,13,11234.65,1104.26,11919.57,2,12280.52,185.90,1223.93,1129.47
7920,40,39510.54,1064.71,40000.32,4,40648.06,657.38,1223.21,1064.77
7921,25,23630.31,865.55,24150.68,2,24594.25,391.24,1205.71,875.43
7922,4,30483.49,1308.28,30937.48,4,31886.40,506.74,1206.64,1315.79
7923,42,8230.99,1130.53,8782.04,1,9466.71,135.81,1199.29,1154.00
7924,19,37167.68,1088.64,37858.25,1,38227.79,616.50,1231.84,1089.53
7925,18,85099.53,971.50,85310.95,2,86027.38,1415.89,1204.49,997.55
7926,37,28501.23,1179.37,29106.23,3,29621.61,473.52,1252.55,1192.74
7927,30,75854.40,1071.49,76536.79,7,77147.71,1262.06,1177.83,1093.12
7928,19,72976.50,1728.11,73611.79,10,74973.29,1214.21,1231.84,1735.30
7929,23,82419.18,1013.41,82738.70,3,83501.79,1370.96,1262.18,1034.74
7930,16,68412.98,1206.46,68710.05,3,69695.61,1137.76,1244.70,1211.06
7931,1,57148.97,1154.58,57677.40,1,58293.68,949.82,1229.10,1174.71
